synset,adverb,sentence,type
00348805-r,garishly,the temple was garishly decorated with bright plastic flowers,adverb.manner
00349012-r,genealogically,he charted his family tree genealogically,adverb.manner
00349142-r,generically,these animals are not related generically,adverb.domain
00349270-r,generically,we market these drugs generically,adverb.manner
00349398-r,genteelly,the English lived genteelly in India,adverb.manner
00349513-r,geologically,"geologically speaking, this area is extremely interesting",adverb.domain
00349786-r,gingerly,gingerly I raised the edge of the blanket,adverb.manner
00349906-r,gladly,this was gladly agreed to,adverb.manner
00349906-r,fain,I would fain do it,adverb.manner
00350043-r,gleefully,the old man had greeted her gleefully,adverb.manner
00350246-r,joylessly,she greeted her guests joylessly,adverb.manner
00350578-r,gloatingly,he spoke gloatingly about people he had cheated out of their money,adverb.manner
00350707-r,gloriously,how gloriously happy she had been during those few fleeting moments of time,adverb.degree
00350849-r,gloriously,where others had failed he had gloriously succeeded,adverb.manner
00350995-r,glossily,the magazine was glossily printed,adverb.manner
00351105-r,piggyback,she carried her child piggyback,adverb.manner
00351250-r,piggyback,the trailer rode piggyback across the country,adverb.manner
00351383-r,gloweringly,he stared gloweringly at this morning's headlines,adverb.manner
00351515-r,glowingly,in her letter she praised him glowingly,adverb.manner
00351763-r,goddamn,you are goddamn right!,adverb.degree
00351959-r,gorgeously,the Princess was gorgeously dressed,adverb.manner
00352189-r,grandly,the mansion seemed grandly large by today's standards,adverb.degree
00352317-r,gratingly,her voice fell gratingly on our ears,adverb.manner
00352500-r,gratuitously,he insulted us gratuitously,adverb.manner
00352615-r,greasily,the food was greasily unappetizing,adverb.manner
00352836-r,greyly,"lonely creeks are opal in the dawn, sword-blue in the sun, greyly silver under misty moons",adverb.degree
00353034-r,grievously,"the resolute but unbroken Germany, grievously wounded but far from destruction, was able to lay the firm foundations for military revival",adverb.degree
00353338-r,grotesquely,"behind the house lay two nude figures grotesquely bald, with deliberate knife-slashes marking their bodies",adverb.degree
00353559-r,grudgingly,he grudgingly agreed to have a drink in a hotel close by,adverb.manner
00353714-r,ungrudgingly,he ungrudgingly agreed to pay for everybody's dinner when the guests found themselves without cash,adverb.manner
00353928-r,gruesomely,he was gruesomely wounded,adverb.manner
00354034-r,gruffly,"‘No,’ he replied gruffly",adverb.manner
00354133-r,guiltily,she blushed guiltily as she spoke,adverb.manner
00354278-r,gushingly,a gushingly prolific writer,adverb.degree
00354384-r,half-heartedly,she tried half-heartedly,adverb.manner
00354703-r,handsomely,"India has responded handsomely by providing 3,000 men",adverb.manner
00354848-r,handsomely,the volume was handsomely bound,adverb.manner
00354974-r,haphazard,"the Prime Minister was wearing a grey suit and a white shirt with a soft collar, but his neck had become thinner and the collar stood away from it as if it had been bought haphazard",adverb.manner
00355281-r,haply,betrayed by a word haply overheard,adverb.manner
00355386-r,harmoniously,the problem of absorbing immigrants harmoniously into British society is as important to the immigrants as to the British,adverb.manner
00355592-r,harshly,‘That's enough!’ he cut in harshly,adverb.manner
00355712-r,rough,ride rough,adverb.manner
00355829-r,roughly,he was pushed roughly aside,adverb.manner
00355829-r,rough,they treated him rough,adverb.manner
00356115-r,hazily,he remembered her only hazily,adverb.manner
00356221-r,hazily,we saw the distant hills hazily,adverb.manner
00356323-r,headlong,the runner slid headlong into third base,adverb.manner
00356438-r,headlong,he fell headlong in love with his cousin,adverb.manner
00356734-r,headlong,burst headlong through the gate,adverb.manner
00356876-r,heaps,thanks heaps,adverb.degree
00356954-r,heartlessly,she behaves rather heartlessly toward her admirers,adverb.manner
00357087-r,heatedly,"‘To say I am behind the strike is so much nonsense,’ declared Mr Harvey heatedly",adverb.manner
00357087-r,hotly,the children were arguing hotly,adverb.manner
00357305-r,heavenward,he pointed heavenward,adverb.spatial
00357411-r,heavy,time hung heavy on their hands,adverb.manner
00357543-r,heinously,the child was heinously murdered,adverb.manner
00357692-r,hereinafter,the landlord demises unto the tenant the premises hereinafter called the demised premises,adverb.temporal
00357692-r,hereunder,the terms specified hereunder,adverb.spatial
00358029-r,hereof,the twigs hereof are physic,adverb.conjunctive
00358116-r,hereto,the charts hereto attached,adverb.spatial
00358311-r,hermetically,this bag is hermetically sealed,adverb.manner
00358426-r,heroically,he became reconciled to not dying heroically in her arms,adverb.manner
00358561-r,hideously,her face was hideously disfigured after the accident,adverb.degree
00358753-r,high,he climbed high on the ladder,adverb.spatial
00358848-r,high,he lives high up the river,adverb.degree
00358935-r,high,prices have gone up far too high,adverb.degree
00359047-r,high,he lives high,adverb.manner
00359172-r,high-handedly,he behaved high-handedly toward his employees,adverb.manner
00359693-r,insolently,he had replied insolently to his superiors,adverb.manner
00359817-r,loose,cows in India are running loose,adverb.manner
00359910-r,about,turn about is fair play,adverb.spatial
00359996-r,hoarsely,"‘Excuse me,’ he said hoarsely",adverb.manner
00360138-r,horizontally,a gallery quite often is added to make use of space vertically as well as horizontally,adverb.manner
00360312-r,vertically,a gallery quite often is added to make use of space vertically as well as horizontally,adverb.manner
00360482-r,hospitably,she was received hospitably by her new family,adverb.manner
00360628-r,inhospitably,she was received inhospitably by her new family,adverb.manner
00360891-r,huffily,"‘Don't bother to call me back,’ he said huffily",adverb.manner
00361013-r,hugger-mugger,they did it all hugger-mugger,adverb.manner
00361098-r,humanely,let's treat the prisoners of war humanely,adverb.manner
00361234-r,inhumanely,the prisoners of war were treated inhumanely,adverb.manner
00361378-r,humorously,Dickens had humorously suggested a special service of intercession at St. Paul's Cathedral,adverb.manner
00361567-r,humorlessly,he reacted rather humorlessly to these rumors,adverb.manner
00361728-r,hundredfold,their money increased a hundredfold,adverb.degree
00361850-r,hungrily,he pounced on the food hungrily,adverb.manner
00362014-r,hydraulically,the block is then tested hydraulically to its full design test pressure on each stream separately,adverb.manner
00362210-r,hygienically,the body must be cared for hygienically,adverb.manner
00362347-r,unhygienically,the meat is unhygienically processed on wooden tables,adverb.manner
00362506-r,hysterically,she screamed hysterically when she heard the news,adverb.manner
00362640-r,icily,"‘Mr. Powell finds it easier to take it out of mothers, children and sick people than to take on this vast industry,’ Mr Brown commented icily",adverb.manner
00362861-r,identically,he is fitted with an identically similar one,adverb.degree
00363013-r,identifiably,they were identifiably different,adverb.manner
00363242-r,idiomatically,he expressed himself idiomatically,adverb.manner
00363362-r,idiotically,what arouses the indignation of the honest satirist is not the fact that people in positions of power or influence behave idiotically,adverb.manner
00363794-r,idolatrously,the people idolatrously worshipped the Golden Calf,adverb.manner
00363930-r,ignorantly,they lived ignorantly in their own small world,adverb.manner
00364072-r,legibly,you must write legibly,adverb.manner
00364251-r,illegibly,this student writes illegibly,adverb.manner
00364446-r,illegitimately,this child was born illegitimately,adverb.domain
00364627-r,legitimately,let's get married so our child can be born legitimately,adverb.manner
00364794-r,illegitimately,He acted illegitimately when he increased the rent fourfold,adverb.manner
00365259-r,logically,he acted logically under the circumstances,adverb.manner
00365398-r,illogically,she acted illogically under the pressure,adverb.manner
00365674-r,illustriously,"Einstein, the illustriously famous physicist of the 20th century",adverb.degree
00365826-r,immaculately,gone was the casually dressed Canadian she had thought a backwoodsman — this man was immaculately tailored,adverb.manner
00366017-r,immovably,the mountains brooded immovably above the river,adverb.manner
00366155-r,impartially,he smiled at them both impartially,adverb.manner
00366273-r,morally,he acted morally under the circumstances,adverb.manner
00366419-r,immorally,he acted immorally when his own interests were at stake,adverb.manner
00366590-r,impassively,he submitted impassively to his arrest,adverb.manner
00366712-r,unrepentantly,he repeated his position unrepentantly,adverb.manner
00367210-r,imperceptibly,the power of the Secretary of State in London increased gradually but imperceptibly,adverb.manner
00367464-r,noticeably,he changed noticeably over the years,adverb.degree
00367664-r,imperiously,imperiously he cut her short,adverb.manner
00367776-r,impersonally,when I told him about Russ I found it difficult to speak impersonally,adverb.manner
00367931-r,impersonally,he treated his patients impersonally,adverb.manner
00368062-r,personally,he took her comments personally,adverb.manner
